Gene,Importance
DSG3,3.390540779742644
KRT5,3.3319265432337373
LASS3,3.2626356325133337
DSC3,3.2103660273111068
BNC1,3.1940631102890453
S1PR5,3.091989133008958
CALML3,3.091938358581854
CLCA2,3.0133744813031687
SERPINB13,2.9524787892085476
TP63,2.9431085214210073
KRT74,2.920519092588547
IRF6,2.8962117763969197
PVRL1,2.8862911201844414
FAT2,2.7735878855222555
CSTA,2.719037487972375
KRT6C,2.7090496225287564
LOC642587,2.6567514368760756
VSNL1,2.624271650540378
KRT6B,2.6220691480028715
DAPL1,2.618989542022893
JAG1,2.5639665634824778
PERP,2.5507290974778707
KRT6A,2.511504161518531
TPRXL,2.4911618691756603
ATP1B3,2.4271382996227495
RAET1L,2.3858151003934274
C10orf99,2.3796545561089095
TRIM29,2.3791968344483263
KRT17,2.3781940050507773
NTRK2,2.361457737316573
PKP1,2.3593861132305616
FAM83C,2.3542365403433636
A2ML1,2.347440838456385
ANXA8,2.3166629764313904
BMP7,2.3104539595593647
KRT31,2.3102578725069405
C3orf21,2.305224527947395
HR,2.304921269448251
WFDC5,2.3030384263007475
KRT13,2.301565494970805
COL4A6,2.3003659050927947
GPC1,2.292071324374958
DQX1,2.2807155218568265
KRT14,2.277837975078031
GBP6,2.2766019663580566
C12orf54,2.2760971512423547
PARD6G,2.2735759533808793
FAM181B,2.2387823838277257
HNF1B,2.2385701660853288
P2RY1,2.2242844260191568
ODZ2,2.214522045116918
DDAH1,2.2042651470177463
HOXD11,2.1981176073774598
KRT16,2.193344791277
SPRR2A,2.191469751979128
SNAI2,2.191069948184036
DLX5,2.16680339684662
RBM47,2.1636934937578314
GJB5,2.1508706088282024
DENND2C,2.141049642364309
FAM83B,2.1404589933175524
CELSR2,2.1354411439508847
TMEM40,2.130039034586018
ADAM23,2.124180300447118
ADH7,2.1206611288762636
SERPINB5,2.106366706406558
MICALL1,2.1048392894303265
SLC16A1,2.1002761297989325
TMPRSS11A,2.0877536117491164
SH3BP1,2.086420841988854
CAPNS2,2.0783893816637535
S100A2,2.073049113999626
CDHR1,2.071062004390862
MCC,2.068657053102699
GABRQ,2.068652445903039
ITGA6,2.0635041413054793
RORC,2.060208185120598
RGL3,2.0563582765639974
TMEM189,2.056260750066381
TMPRSS11F,2.052358840560418
COL7A1,2.050110743933958
SLC6A8,2.0444510520255785
ZNF488,2.0395090438134487
AP2M1,2.037350847014794
ABCC5,2.0353619313736493
STARD5,2.014905079517608
SERPINB2,2.0124847212720423
EPHA10,2.012197732157132
PNCK,2.010988726066744
ARRB1,1.9976789096346987
KCNG1,1.9854580658762848
ARHGEF38,1.9788884529384974
TBCCD1,1.976780066432311
CLDN3,1.9760500160249865
PTPRZ1,1.9742268589714278
LONRF3,1.973291142706139
LOC100130933,1.9722168013922874
ATP11A,1.9669818767567713
BCL2L15,1.964005306195062
SOX15,1.962381462695724
ACSL5,1.9613757684075916
RHCG,1.9590324621823172
IGSF11,1.9554963308443403
PTHLH,1.952191485121343
C17orf28,1.951769075440343
ALDH3B1,1.9463758586572888
BICD2,1.9440799176458086
SIAH2,1.941691901265301
HAP1,1.9411328507023586
SLC6A15,1.939128587071294
CGN,1.9297814105318154
SLC39A2,1.9287231281002102
TMEM117,1.9246687541703924
TMEM125,1.9214129086351108
USP31,1.9198672920157054
TMTC3,1.9167046604172646
GABRA3,1.9163795639079206
TMPRSS11D,1.9097805846653482
KCNK5,1.9092167179530273
KCTD1,1.9064786319151672
DLG1,1.9033124979400151
SPDEF,1.9005810141017148
GPR39,1.9001674244905664
NMNAT3,1.8957285893792404
CHRM3,1.8948938134354172
ICA1,1.8924609601146667
KCNQ3,1.892054243532297
USH1G,1.8873114413818346
ANXA8L2,1.8868989874609408
STON2,1.8850198277918815
ST6GALNAC2,1.8842822583977004
LGALS7,1.8818454098462887
GOLM1,1.8786843662503991
NKX2-1,1.8732532349426747
DVL3,1.8723845833121087
MAPKBP1,1.8674142919380823
CLCA4,1.8657136783555524
KCTD15,1.8565651745431309
COL4A5,1.8556582094083423
SLC9A3R2,1.8543142318852683
C3orf54,1.8513933431010396
SPRR2E,1.8482873361962662
FOXD1,1.847412479128471
ARTN,1.8470127149773774
CD2AP,1.8444105160104378
